title,genre,director,country,year,imdb_id,imdb_rating
"Человек, который видел будущее","научно-популярный фильм, фильм-биография, драма",Роберт Гвенетт,США,1981,tt0081109,
,"супергероика, боевик",Рон Сатлоф,США,8 мая,tt0078308,
,"супергеройский, драма, боевик",Гэвин Дж. Коноп,США,5 августа,tt13904644,
,"супергероика, боевик",Дон МакДугалл,США,1981,tt0077328,
"Человек, которого заставили убивать",боевик,Расселл Сульберг,США,1993,tt0106946,
Человек-робот,фантастика,Джек Эрсгард,США,1993,tt0107505,
"Человек, которого я люблю","Фильм нуар, Мелодрама",Рауль Уолш,США,1946,tt0038721,
Человек-паук: Вдали от дома,,Джон Уоттс,США,2019,tt6320628,
Человек-паук 2,,Сэм Рэйми,США,2004,tt0316654,
Человек-паук 3: Враг в отражении,,Сэм Рэйми,США,2007,tt0413300,
,"супергероика, боевик",Эгберт Варндеринк Суокхэймер,США,14 сентября,tt0075671,
Человек-паук,,"Жуакин Душ Сантуш, Кэмп Пауэрс",США,,,
Человек-паук: Нет пути домой,,Джон Уоттс,США,,tt10872600,
Человек-паук,,Сэм Рэйми,США,2002,tt0145487,
Человек-оркестр,комедия,Серж Корбер,"Франция, Италия",1970,tt0065848,
Человек-паук жив: История Майлза Моралеса,супергеройский,Иван Кандер,США,2015,tt5195516,
Человек-паук: Возвращение домой,"супергероика, боевик, научная фантастика, приключения",Джон Уоттс,США,2017,tt2250912,
,"супергеройский фильм, боевик, приключения, пародия",Коити Такэмото,Япония,17 июля,tt1841843,
Человек-оркестр,комедия,Жорж Мельес,Франция,1900,tt0135453,
Человек-невидимка,"психологический триллер, научная фантастика, фильм ужасов",Ли Уоннелл,"Австралия, США",2020,tt1051906,
Человек-паук,"супергеройский, боевик",Дональд Ф. Глат,США,1969,tt3959528,
Человек-невидимка,фантастика,Александр Захаров,СССР,1984,tt0087043,
Человек-паук 4,,Дестин Дэниел Креттон,США,2026,tt22084616,
Человек-невидимка,фильм ужасов,Джеймс Уэйл,США,1933,tt0024184,
Человек-муравей,,Пейтон Рид,США,2015,tt0478970,
Человек-мотылёк,"мистика, триллер",Марк Пеллингтон,США,2002,tt0265349,
Человек-муравей и Оса: Квантомания,"супергероика, боевик, научная фантастика",Пейтон Рид,США,2023,tt10954600,
Человек-обезьяна,"фантастика, ужасы",Уильям Бодайн,США,1943,tt0035640,
Человек-муравей и Оса,"супергероика, боевик, научная фантастика",Пейтон Рид,США,2018,tt5095030,
Человек-макинтош,триллер,Джон Хьюстон,Великобритания,"25 июля, 1973, 1973, 26 октября, 1973, 8 ноября, 1973, 9 ноября, 1973, 16 ноября, 1973, 19 ноября, 1973, 16 января, 1974, 9 февраля, 1974, 27 февраля, 1974, 1974, 17 апреля, 1974, 12 сентября, 1974, 10 октября, 1974",tt0070351,
Человек-кадиллак,комедия,Роджер Доналдсон,США,1990,tt0099204,
Человек-краб с Марса,"комедия, фильм ужасов, фантастика",Стэнли Шефф,США,1989,tt0097768,
Человек-невидимка,Научная фантастика,Брайан Лайтхилл,,1984,tt0087478,
Человек-леопард,"Фильм ужасов, Нуар",Жак Турнье,США,1943,tt0036104,
Человек-гризли,"документальный, фильм-биография",Вернер Херцог,США,2005,tt0427312,
Человек-змея,фильм ужасов,Аллан А. Голдштейн,,2005,tt0454953,
Человек-микросхема,"приключения, комедия, киберпанк",Стивен Лови,США,1990,tt0099271,
Человек-комар,"фильм ужасов, научно-фантастический фильм",Тибор Такач,США,2005,tt0430334,
Человек-зверь,"драма, мелодрама",Чеслав Сабинский,РСФСР,1917,tt0795919,
Вульфмен,фильм ужасов,Ли Уоннелл,США,2025,tt12435032,
Человек-зверь,"ужасы, научная фантастика, приключение",Джерри Уоррен,США,1956,tt0049468,
Человек-волк,"готический, фильм ужасов",Джо Джонстон,США,2010,tt0780653,
Человек-волк,ужасы,Джордж Ваггнер,США,"1941, 9 декабря, 1941, 12 декабря, 1941, 13 марта, 1942",tt0034398,
Человек-амфибия,"драма, мелодрама, фантастика","Геннадий Казанский, Владимир Чеботарёв",СССР,1961,tt0055844,
Человек № 217,"драма, военный фильм",Михаил Ромм,СССР,1944,tt0037589,
Человек-дьявол,"супергеройский фильм, тёмное фэнтези",Хироюки Насу,Япония,2004,tt0373786,
Человек-зверь,драма,Жан Ренуар,Франция,1938,tt0029957,
Человек эпохи Возрождения,комедия,Пенни Маршалл,США,1994,tt0110971,
Человек-вуду,"фильм ужасов, фильм о зомби",Уильям Бодин,США,1944,tt0037441,
Человек у окна,"трагикомедия, драма",Дмитрий Месхиев,Россия,2009,tt1774319,
Человек человеку волк,"триллер, криминал, чёрный юмор",Пол Шредер,США,2016,tt4054654,
Человек со звезды,фантастика,Джон Карпентер,США,1984,tt0088172,
Человек-бомба,"боевик, драма",Марк Роупер,США,1995,tt0113358,
Человек с ружьём,историко-революционный,Сергей Юткевич,СССР,1938,tt0029986,
Человек-акула,"фильм ужасов, фильм о монстрах, боевик, научно-фантастический фильм",Майкл Обловитц,,"11 октября, 2005",tt0459392,
Человек с резиновой головой,фантастика,Жорж Мельес,Франция,1901,tt0000359,
Человек тьмы 2: Возвращение Дюранта,"боевик, детектив, фильм ужасов, фантастика, триллер",Брэдфорд Мэй,США,1995,tt0109552,
Человек тьмы,"боевик, детектив, фантастика, триллер",Сэм Рэйми,США,1990,tt0099365,
Человек уходит за птицами,"драма, притча, легенда",Али Хамраев,СССР,1975,tt0171177,
"Человек тьмы 3: Умри, Человек тьмы!","Триллер, Фильм ужасов, Боевик",Брэдфорд Мэй,США,1996,tt0116033,
Человек с острова Мэн,драма,Альфред Хичкок,Великобритания,1929,tt0020142,
Человек с золотым пистолетом,"боевик, приключенческий фильм, триллер",Гай Хэмилтон,Великобритания,1974,tt0071807,
Человек с крестом,"военная, драма",Роберто Росселлини,Королевство Италия,1943,tt0036483,
Человек с рентгеновскими глазами,"научно-фантастический фильм, фильм ужасов",Роджер Корман,США,1963,tt0057693,
Человек с Земли,"фантастика, драма",Ричард Шенкман,США,2007,tt0756683,
Человек из Торонто,"боевик, комедия",Патрик Хьюз,США,2022,tt11671006,
Человек из страны Грин,драма,Тамара Павлюченко,СССР,1983,tt2198826,
Человек с моим лицом,Фильм нуар,Эдвард Монтань,США,1951,tt0121515,
Человек с поезда,"криминальный фильм, драма, триллер",Патрис Леконт,"Франция, Великобритания, Германия, Япония",2002,tt0301414,
Человек с тысячью лиц,"триллер, биография",Альберто Родригес,Испания,2016,tt1713440,
Человек из Подольска,"комедия, драма",Семён Серзин,Россия,2020,tt12286896,
Человек с золотой рукой,драма,Отто Премингер,США,1955,tt0048347,
Человек с Запада,вестерн,Энтони Манн,США,1958,tt0051899,
Человек из стали,,"Зак Снайдер, саундтрек, саундтрек, саундтрек, награды и номинации, саундтрек, награды и номинации, саундтрек, саундтрек, награды и номинации, саундтрек, награды и номинации","США, [, ], Канада, [, ], Великобритания, [, ]",2013,tt0770828,
Человек из ниоткуда,"боевик, триллер",Ли Чон Бом,Республика Корея,2010,tt1527788,
Человек из ресторана,мелодрама,Яков Протазанов,СССР,1927,tt0017748,
Человек из чёрной «Волги»,драматический фильм,"Лукьянов, Николай Валентинович",СССР,1990,tt0465937,
Человек идёт за солнцем,детский фильм,Михаил Калик,СССР,1961,tt0129823,
Человек из мрамора,драма,Анджей Вайда,Польша,1977,tt0075902,
Человек из Рио,"приключенческий фильм, кинокомедия",Филипп де Брока,"Франция, Италия",1964,tt0058203,
Человек дождя,"драматический фильм, комедийная драма, бадди-муви",Барри Левинсон,США,1988,tt0095953,
Человек за солнцем,"исторический фильм, фильм ужасов",Моу Дуньфэй,"Гонконг, Китай",1988,tt0093170,
Человек в штатском,военный,Василий Журавлёв,СССР,1973,tt0313878,
Человек в шляпе,"роуд-муви, комедия","Джон Пол Дэвидсон, Стивен Уорбек",Великобритания,2020,tt9056822,
Человек из Гонконга,"боевик, драма, приключенческий фильм","Брайан Тренчард-Смит, Джимми Ван Юй","Гонконг, Австралия",1975,tt0073343,
Человек в сером фланелевом костюме,"драма, военный",Наннэлли Джонсон,США,1956,tt0049474,
Человек в проходном дворе,Детектив,Марк Орлов,СССР,1971,tt2157229,
Человек и его собака,драма,Франсис Юстер,"Франция, Италия",2008,tt1174049,
Человек года,комедия,Барри Левинсон,США,2006,tt0483726,
Человек из леса,драма,Марк Стаффер,США,1985,tt0091468,
Человек в железной маске,"боевик, приключения, драма, исторический фильм, саундтрек",Рэндалл Уоллес,США,1998,tt0120744,
Человек в железной маске,приключения,Майк Ньюэлл,США,,tt0074853,
«Человек в одном красном ботинке»,комедия,Стэн Дрэготи,США,1985,tt0089543,
Человек без прошлого,"драма, комедия, криминальный фильм",Аки Каурисмяки,Финляндия,2002,tt0311519,
Человек в зелёном кимоно,"спортивно, драматическо, мелодраматический, боевик",Борис Кантемиров,СССР,1991,tt0381949,
Человек в железной маске,"приключения, Экранизация",Джеймс Уэйл,США,1939,tt0031619,
Человек в стеклянной будке,драма,Артур Хиллер,США,1975,tt0073345,
Человек без паспорта,приключения,Анатолий Бобровский,СССР,1966,tt0194752,
Человек без лица,драма,Мел Гибсон,США,1993,tt0107501,
Чего хотят женщины?,"эксцентрическая комедия, комедия, мелодрама",Нэнси Мейерс,США,2000,tt0207201,
Человек боится,Фильм нуар,Гарри Келлер,США,1957,tt0050674,
Чекист,драма,Александр Рогожкин,"Россия, Франция",1992,tt0103949,
Чего хочет девушка,комедия,Дэнни Гордон,США,2003,tt0286788,
Чегемский детектив,"Детектив, комедия",Александр Светлов,СССР,1986,tt0090820,
Человек — швейцарский нож,трагикомедия,"Дэниел Шайнерт, Дэниел Кван",США,2016,tt4034354,
Чебурашка,,Дмитрий Дьяченко,Россия,2022,tt16550628,
Челкаш,"драма, экранизация",Фёдор Филиппов,СССР,1956,tt1663320,
Человек,документальный,Ян Артюс-Бертран,Франция,,tt3327994,
Чего мы стоим в жизни,"драма, комедия",Кевин Даулинг,Австралия,1994,tt0111309,
Чаттахучи,драма,Мик Джексон,США,1989,tt0099242,
Часы отчаяния,триллер,Майкл Чимино,США,1990,tt0099409,
Часы отчаяния,триллер,Уильям Уайлер,США,1955,tt0047985,
Дневники мотоциклиста,"биографический, приключения, драма",Вальтер Саллес,"Аргентина, США, Германия, Бразилия, Великобритания, Чили, Перу, Франция",2004,tt0318462,
Че,"драма, биография, война",Ибрахим Хатами Кийа,Иран,2014,tt3526538,
Чебурашка 2,,Дмитрий Дьяченко,Россия,,tt29261987,
Чат,"психологический драматический, триллер",Хидэо Наката,Великобритания,2010,tt1319704,
Часы остановились в полночь,"драма, военный",Николай Фигуровский,СССР,1958,tt0313875,
Часы и времена,драма,Кристофер Мюнх,США,1991,tt0104448,
Часы,психологическая драма,Стивен Долдри,"США, Великобритания, [, ]",2002,tt0274558,
Часто задаваемые вопросы о путешествиях во времени,"фантастика, комедия",Гаррет Кэррайвик,Великобритания,2009,tt0910554,
Часы капитана Энрико,приключения,"Янис Стрейч, Эрик Лацис",СССР,1967,tt0346732,
Частный курорт,комедия,Джордж Бауэрс,США,1985,tt0089839,
Частный детектив,"детектив, триллер",Филипп Лабро,Франция,1976,tt0074123,
"Частный детектив, или Операция «Кооперация»","комедия, криминальный фильм, детектив",Леонид Гайдай,СССР,1990,tt0097049,
Часы надежды,"военный, драма","Ян Рыбковский, Станислав Ружевич",,1955,tt0048126,
Частные хроники. Монолог,документальный фильм,Виталий Манский,Россия,1999,tt0219586,
Частные уроки,кинокомедия,Алан Майерсон,США,1981,tt0082948,
Часть денег,Криминальная комедия,Сидни Пуатье,США,1977,tt0076543,
Часто задаваемые вопросы,драма,"Эверетт Льюис, Джо Лия",США,2005,tt0396587,
Частное лицо,детективный фильм,Александр Прошкин,СССР,,tt0231016,
Часть тени,фильм-триллер,Samuel Tilman,Бельгия,2017,tt6109080,
Частные детективы,комедия,Майкл Хёй,Гонконг,1976,tt0074179,
Часы,видеоарт,Кристиан Марклей,Великобритания,2010,tt2008009,
Частное пионерское,"комедия, приключения",Александр Карпиловский,Россия,2012,tt2953744,
"Частные пороки, общественные добродетели","драма, исторический фильм",Миклош Янчо,,1976,tt0073869,
Частные уроки,"драматический фильм, ЛГБТ-фильм",Жоаким Лафосс,Франция,"19 мая, 2008, 21 января, 2010",tt1226334,
Личная жизнь Пиппы Ли,"драма, мелодрама",Ребекка Миллер,США,2009,tt1134629,
Частная жизнь Петра Виноградова,молодёжная лирическая комедия,Александр Мачерет,СССР,1934,tt0026201,
Частная жизнь Памелы Манн,порнофильм,Рэдли Мецгер,США,"26 декабря, 1974",tt0072035,
Частное дело,драма,Джоан Сильвер,США,1992,tt0105176,
Частная жизнь Дон Жуана,"драматический фильм, романтический фильм",Александр Корда,Великобритания,1934,tt0025681,
Частная школа,комедия,Ноэль Блэк,США,"1983, 18 ноября, 1983",tt0086143,
Частная жизнь Шерлока Холмса,"комедия, приключения, мелодрама",Билли Уайлдер,США,1970,tt0066249,
Частная жизнь,комедийная драма,Тамара Дженкинс,США,2018,tt5536610,
Частная война,"драма, военный, биография",Мэтт Хейнеман,"США, Великобритания",2019,tt2368254,
Частная жизнь,драма,Юлий Райзман,СССР,1982,tt0083732,
Часовщик из Сен-Поля,"драма, детектив",Бертран Тавернье,Франция,1974,tt0071622,
Частная жизнь кота,документальный фильм,"Майя Дерен, Александр Хакеншмид",США,1944,tt0177990,
Частная жизнь Елизаветы и Эссекса,"мелодрама, исторический фильм, фильм-биография",Майкл Кёртис,США,1939,tt0031826,
Частная жизнь Генриха VIII,"фильм-биография, комедия, драма, исторический фильм",Александр Корда,Великобритания,1933,tt0024473,
Частица,драма,Эрдем Тепегёз,Турция,2012,tt2343582,
Частная жизнь Елены Троянской,кинокомедия,Александр Корда,США,1927,tt0017979,
Час расплаты,"фантастика, боевик",Джон Ву,"США, Канада",2003,tt0338337,
Часы без стрелок,"драма, детектив",Владимир Наумов,Россия,2001,tt5209258,
Часовщик и курица,драма,Анатолий Степаненко,СССР,1989,tt5759322,
Часовой механизм,боевик,Альберт Пьюн,США,2001,tt0196158,
Час свиньи,"криминальный фильм, драма, исторический фильм",Лесли Мегахи,"Великобритания, Франция",1993,tt0107146,
Час пик 3,"боевик, комедия, криминальный фильм, триллер",Бретт Ратнер,"США, Франция",2007,tt0293564,
Часовой,"ужасы, триллер",Майкл Уиннер,США,"7 января, 1977, 11 февраля, 1977, 21 апреля, 1977, 12 мая, 1977, 16 мая, 1977, 31 мая, 1977, 10 июня, 1977, 11 июня, 1977, 7 июля, 1977, 13 июля, 1977, 16 февраля, 1978, 16 марта, 1979, 6 июня, 1979, 13 ноября, 1979",tt0076683,
Час пик 2,"боевик, комедия",Бретт Ратнер,США,2001,tt0266915,
Час пик,"боевик, комедия",Бретт Ратнер,США,1998,tt0120812,
Час теней,триллер,Айзек Итон,США,2000,tt0226430,
Час оборотня,ужасы,Игорь Шевченко,СССР,1990,tt1651119,
Час истины,психологический триллер,Питер Фачинелли,США,2020,tt9794630,
Час волка,"драма, фильм ужасов",Ингмар Бергман,Швеция,1968,tt0063759,
Части тела,комедия,Бетти Томас,США,1997,tt0119951,
Час полнолуния,"драма, история, мистика",Арунас Жебрюнас,СССР,1988,tt0306637,
Час звезды,драма,Сузана Амарал,,1985,tt0089297,
Час огней,документальный,"Фернандо Соланас, Октавио Хетино",Аргентина,,tt0063084,
Час блаженства,драма,Шимон Дотан,США,1991,tt0101879,
Чарулата,"драматический фильм, романтический фильм",Сатьяджит Рай,Индия,1964,tt0057935,
Чародеи,"комедия, сказка, мюзикл",Константин Бромберг,СССР,,tt0083730,
Чары колдовские,комедийный фильм,Раджив Мехра,Индия,1992,tt0126234,
Чаровница,драма,Сидни Олкотт,США,1925,tt0015677,
Чарли-Пуля,"криминальный, триллер",Филлип Нойс,США,2023,tt6722400,
Чародейка,"Драма, короткометражка",Василий Гончаров,Российская империя,1909,tt0346730,
Чарро!,"вестерн, Саундтрек",Чарльз Маркиз Уоррен,США,1969,tt0064155,
Чары гипотезы Пуанкаре,документальный фильм,Масахито Касуга,Япония,2007,tt13711750,
Чарли Чан на Бродвее,Комедия,Юджин Форд,США,1937,tt0028709,
Чарльстон для Огненки,"трагедия, комедия, фантастика, драма",Урош Стоянович,Сербия,"30 января, 2008",tt0380249,
Чародей и белая змея,"уся, фэнтези, драма",Чэн Сяодун,"Китай, Гонконг",2011,tt1857913,
Чарли Чан на Олимпийских играх,"Детективный фильм, Комедия",Х. Брюс Хамберстоун,США,1937,tt0028708,
Чарльстон,Танцевальный фильм,Жан Ренуар,Франция,1926,tt0017744,
Чарли Чан на Острове сокровищ,"детективный фильм, комедийный фильм",Норман Фостер,США,1939,tt0031147,
Чарли Чан на скачках,"Детективный фильм, Комедия",Х. Брюс Хамберстоун,США,1936,tt0027441,
Чарли Чан в Париже,"Детективный фильм, Комедия",Льюис Сейлер,США,1935,tt0026198,
Час,драматический фильм,Марина Мигунова,Россия,2014,tt3672188,
Чарли Чан в опере,"Детектив, Комедия",Х. Брюс Хамберстоун,США,1936,tt0027440,
Чарли и шоколадная фабрика,"музыкальная, фантастическая, комедия",Тим Бёртон,"США, Великобритания, Австралия",2005,tt0367594,
Чарли,"драма, фантастика",Ральф Нельсон,США,1968,tt0062794,
Чарли Чан в Египте,"Детективный фильм, Фильм ужасов, Комедия",Луис Кинг,США,1935,tt0026197,
Чарли Чан в Лондоне,Детективный фильм,Юджин Форд,США,1934,tt0024968,
Чарли приходит ночью,фильм ужасов,Том Логан,США,1990,tt0100248,
Чарли Вэррик,"триллер, детектив, криминал",Дон Сигел,США,1973,tt0069865,
Чаплин,"фильм-биография, драма, трагикомедия",Ричард Аттенборо,Серая сова,1992,tt0103939,
Чарли ва-Хеци,комедия,Боаз Давидзон,Израиль,1974,tt0133689,
Чарли Бабблз,"комедия, драма",Альберт Финни,Великобритания,1967,tt0062792,
Цой,"драма, роуд-муви",Алексей Учитель,"Россия, Латвия",2020,tt12077086,
Чарли Браво,"приключенческий фильм, военный фильм",Клод Бернар-Обер,Франция,1980,tt0185983,
Цугцванг,"Короткометражный фильм, драма",Сергей Рамз,Россия,2017,,
Чаплиниана,телевизионный балет,Александр Белинский,СССР,1987,tt0092741,
ЦРУ: Операция «Алекса»,боевик,Джозеф Мерхи,США,1992,tt0103907,
ЦРУ: Операция «Алекса» 2,боевик,Лоренцо Ламас,США,1993,tt0109360,
Цоци,"криминал, драма",Гэвин Худ,"Великобритания, ЮАР",2005,tt0468565,
Цирк вампиров,фильм ужасов,Роберт Янг,Распутин: Сумасшедший монах,1972,tt0067924,
Цугцванг,"экшн, боевик, драма",Игорь Цай,Казахстан,2011,tt1808708,
Цифровой человек,фантастика,Филлип Рот,США,1995,tt0112867,
Цирк ужасов,"ужасы, детектив",Сидни Хайерс,Великобритания,1960,tt0053717,
«Цирк зажигает огни»,комедия,Ольгерд Воронцов,СССР,1972,tt0274172,
Цирк уродов,комедийная драма,Труди Стайлер,США,2017,tt5089534,
«Циклон» начнётся ночью,"приключенческий фильм, военный фильм",Ада Неретниеце,СССР,1966,tt2396405,
Цирк бабочек,драма,Джошуа Вайгель,США,2009,tt1507355,
Церемония,"Криминально-психологическая, драма, триллер",Клод Шаброль,Франция,1995,tt0112769,
Цепная реакция,Триллер,Эндрю Дэвис,США,1996,tt0115857,
Цинциннати Кид,драма,Норман Джуисон,США,"1965, 27 октября, 1965",tt0059037,
Цепная реакция,"боевик, драма, фантастика",Йен Бэрри,Австралия,1980,tt0080513,
Цену смерти спроси у мёртвых,историко-революционная психологическая драма,Калье Кийск,СССР,1977,tt0174538,
Центурион,"боевик, приключенческий фильм, драма, пеплум",Нил Маршалл,"Великобритания, Франция",2010,tt1020558,
«Цирк»,комедия,"Григорий Александров, Исидор Симков",СССР,1936,tt0028420,
Церемония,"детектив, боевик, приключения","Эндрю Уайлд, Поль Линч",США,1993,tt0108202,
Цепная реакция,комедия,Марсель Блюваль,Франция,1963,tt0056906,
Цилиндр,"Комедия положений, мюзикл",Марк Сэндрич,США,1935,tt0027125,
Циклоп,"фильм ужасов, кинофантастика",Деклан О'Брайэн,США,,tt1210344,
Цена страха,"боевик, драма, триллер",Фил Олден Робинсон,США,2002,tt0164184,
Цена риска,"боевик, фантастика, драма, триллер",Ив Буассе,"Франция, Югославия",1983,tt0084540,
Центр нападения,спортивный фильм,"Семён Деревянский, Игорь Земгано",СССР,1946,tt0240135,
Цена победы,спортивная драма,Майкл Корренте,"США, Великобритания",2000,tt0193854,
Цензуру к памяти не допускаю,"Драма, семейный",Александр Пороховщиков,СССР,1991,tt0105358,
Центровой из поднебесья,"фильм о спорте, музыкальный фильм",Исаак Магитон,СССР,1975,tt0175259,
Цена головы,"детектив, экранизация",Николай Ильинский,"Россия, Украина",1992,tt0105649,
Цена страха,Фильм нуар,Эбнер Биберман,США,1956,tt0049636,
Цена человека,драма,Паоло Вирдзи,"Италия, Франция",2013,tt2465578,
Цельнометаллическая оболочка,"военный фильм, драма",Стэнли Кубрик,"США, Великобритания",1987,tt0093058,
Цена одного преступления,драма,Ванда Якубовская,ПНР,1960,tt0054976,
Цель номер один,"триллер, боевик, фильм-триллер, военный фильм, драматический фильм, боевик",Кэтрин Бигелоу,"США, США",2012,tt1790885,
Цель вижу,"военный фильм, драма",Евгений Сокуров,Россия,2013,tt3274618,
Целуя девушек,триллер,Гэри Фледер,США,1997,tt0119468,
Цена возврата,,Григорий Мелик-Авакян,СССР,1983,tt5605724,
Цементный сад,драма,Эндрю Биркин,"Франция, Германия, Великобритания",1993,tt0106535,
Цена жизни,Спагетти-вестерн,Эухенио Мартин,"Испания, Италия",1966,tt0060853,
"Целую Вашу руку, мадам",драма,Роберт Ланд,Веймарская республика,1929,tt0020011,
Цель — Луна,драма,Ричард Дейл (Richard Dale),Великобритания,,tt1251357,
Целитель Адамс,"биография, трагикомедия",Том Шедьяк,США,1998,tt0129290,
Целиком и полностью,"романтический, фильм ужасов, роуд-муви",Лука Гуаданьино,"США, Великобритания, Италия",2022,tt10168670,
Цветы праздника Хиган,"драма, комедия",Ясудзиро Одзу,Япония,1958,tt0051720,
Цветы на чердаке,"драма, триллер",Дебора Чоу,Канада,,tt3074694,
Целуются зори,комедия,Сергей Никоненко,СССР,1978,tt0078424,
Целуя кузин,"комедия, музыкальный фильм, мелодрама, Саундтрек",Джин Нельсон,США,1964,tt0057227,
Цветы провинции,драма,Дмитрий Зайцев,Беларусь,1994,tt0452879,
Цезарь и Клеопатра,"романтическая, комедийная драма",Гэбриел Паскаль,Великобритания,1945,tt0038390,
Целуй кого хочешь,"комедия, драма, мелодрама",Мишель Блан,"Франция, Италия, Великобритания",2002,tt0290916,
Цветы лиловые полей,драма,Стивен Спилберг,США,1985,tt0088939,
Цветы любви,"комедия, драма, мелодрама",Роберт Бирман,Великобритания,1997,tt0119453,
Цветы на чердаке,"драма, триллер",Джеффри Блум,США,1987,tt0093036,
Цветы войны,"драма, исторический, военный",Чжан Имоу,Китай,2012,tt1410063,
Цена сокровищ,,Сергей Тарасов,"Россия, США",1992,,
Цветы календулы,драма,Сергей Снежкин,Россия,1998,tt0198041,
Цветок тысячи и одной ночи,"драма, сказка, приключения, эротика, комедия",Пьер Паоло Пазолини,Франция,1974,tt0071502,
Цветок пустыни,"драма, Биографический фильм",Шерри Хорман,Франция,"20 мая, 2010, 24 сентября, 2009, 2009",tt1054580,
Цветок на камне,драма,"Анатолий Слесаренко, Сергей Параджанов",СССР,1962,tt0056619,
Цветы для Алджернона,"драма, фантастика",Давид Дельрие,Франция,,tt0885484,
Цветы запоздалые,мелодрама,Абрам Роом,СССР,1970,tt0065128,
Цветы в пыли,"драматический фильм, биографический фильм, романтический фильм",Мервин Лерой,США,1941,tt0033407,
Цветок ночи,мелодрама,Пол Берн,США,1925,tt0015825,
Цветик-семицветик,"детский фильм, сказка","Гарник Аразян, Борис Бушмелёв",СССР,,tt3127094,
Цветок моей тайны,драма,Педро Альмодовар,Испания,1995,tt0113083,
Цветение одуванчика,драма,Александр Игнатуша,Украина,1992,tt20448650,
Цветок зла,Драма,Клод Шаброль,Франция,2003,tt0322289,
Цель — Марс,документальный фильм,Скотт Дж. Джилл,США,2007,tt0437325,
Цвет ночи,"мелодрама, триллер, драма",Ричард Раш,США,1994,tt0109456,
Цветок,"комедия, драма",Хирокадзу Корээда,Япония,2006,tt0464038,
Цвет нации,документальный фильм,Сергей Нурмамед,Россия,2013,tt3945744,
Цвет лиловый,"драматический фильм, история взросления, историческая драма, экранизация романа, музыкальный фильм",Блитц Базавуле,США,"25 декабря, 2023, 18 января, 2024, 19 января, 2024",tt1200263,
Цветной сектор,документальный фильм,"Андрей Татарчук, Сергей Четвертной","Россия, Латвия",2018,,
Цвет из иных миров,"ужасы, фантастика, черная комедия",Ричард Стэнли,США,2019,tt5073642,
Цвет денег,драма,Мартин Скорсезе,США,1986,tt0090863,
Цвет молока,"мелодрама, кинокомедия",Торун Лиан,Норвегия,2004,tt0425125,
Цвета дьявола,"драма, триллер",Ален Жессюа,"Франция, Италия",1997,tt0118890,
«Цвет»,"ужас, драма",Хуан Ву,Германия,2010,tt1756479,
Цвет волшебства,"фэнтези, комедия",Вадим Жан,Великобритания,2008,tt1079959,
Царь царей,драма,"Николас Рэй, Сэмюэл Бронстон",США,1961,tt0055047,
Цветение Максимо Оливероса,драма,Ауреус Солито,Филиппины,2005,tt0479506,
Царь Соломон: Мудрейший из мудрых,драма,Роджер Янг,"США, Италия, Великобритания, Чехия, Франция, Испания, Нидерланды, [, ]",,tt0143889,
Царь скорпионов 4:,"фэнтези, боевик, приключенческий фильм",Майк Эллиот,США,2015,tt3086386,
Цвет золота,драма,Халмамед Какабаев,СССР,1974,,
Цвет времени,драма,"Эдна Луиза Бисолд, Сара-Вайолет Блайс, Габриэль Демештер, Алексис Гэмбис, Шрути Гангули, Брук Голдфинч, Шриприя Махеш, Памела Романовски, Брюс Тьерри Чунг, Тине Томэзен, Вирхиния Арреистита, Омар Суньига",США,2012,tt2133333,
Царь скорпионов 3: Книга мертвых,"боевик, приключенческий фильм, фэнтези",Роэль Рейн,США,2012,tt1781896,
Цвет граната,"артхаус, биографический фильм",Сергей Параджанов,СССР,1968,tt0063555,
Цвет из тьмы,фильм ужасов,Иван Зуккон,Италия,2008,tt1318056,
Царь скорпионов 2: Восхождение воина,"боевик, приключенческий фильм, фэнтези",Рассел Малкэхи,"США, ЮАР, Германия",2008,tt1104123,
Царь Эдип,"притча, драма",Пьер Паоло Пазолини,Италия,1967,tt0061613,
Царь скорпионов: Книга душ,"боевик, приключения, фэнтези",Дон Майкл Пол,США,2018,tt7338690,
Царь Иван Васильевич Грозный,"драма, исторический фильм",Александр Иванов-Гай,Российская империя,1915,tt0211075,
Царь скорпионов,"фильм плаща и шпаги, приключенческий боевик",Чак Рассел,США,2002,tt0277296,
Царь Иван Грозный,Исторический фильм,Геннадий Васильев,СССР,1991,tt0103134,
Царь Давид,исторический фильм,Брюс Бересфорд,Великобритания,1985,tt0089420,
Царь,"драма, биография, исторический",Павел Лунгин,Россия,2009,tt1424431,
Царство русского медведя,Документальное кино,"Джон Спаркс, Пелом Олдридж-Блейк",Великобритания,1992,tt0263922,
Царство Животных,"криминальный, драма, триллер",Дэвид Мишо,Австралия,2010,tt1313092,
Царь зла,"фильм ужасов, фильм о монстрах",Джордж Павлов,"Великобритания, Ирландия",1986,tt0091829,
«Царство небесное»,,Ридли Скотт,"Великобритания, Германия, США",2005,tt0320661,
Царство,"Боевик, военный, история, драма",Синсуке Сато,Япония,2019,tt9099938,
Царь и генерал,драма,Выло Радев,,1966,tt0174289,
"Хуже, чем ложь",фильм-триллер,Синтаро Симосава,США,2016,tt3658772,
Хула,"драма, мелодрама",Виктор Флеминг,США,1927,tt0018016,
